collected_at_utc,source_type,company,title,location,team,url,external_id,posted_at,description_snippet
2026-04-07 01:33:22,ddg:job-boards.greenhouse.io,twosixtechnologies,Jobs at Two Six Technologies,,,https://job-boards.greenhouse.io/twosixtechnologies,ddg::https://job-boards.greenhouse.io/twosixtechnologies,,"TCI - O-Cyber. Job. Cloud DevOps Engineer. Chantilly, Virginia. SeniorCloudEngineer. Chantilly, Virginia. Software Reverse Engineer/Vulnerability Researcher."
2026-04-07 01:33:22,ddg:job-boards.greenhouse.io,trace3?error=true,page_title,,,https://job-boards.greenhouse.io/trace3?error=true,ddg::https://job-boards.greenhouse.io/trace3?error=true,,"CloudEngineerItags.new. Remote - United States - Colorado.Interface Engineer (26-018). Huntsville, AL. Java, DevSecOps Software Engineer."
2026-04-07 01:33:22,ddg:job-boards.greenhouse.io,defcon,Job Application for Cloud Infrastructure Engineer at DEFCON AI,,,https://job-boards.greenhouse.io/defcon/jobs/5091753007,ddg::https://job-boards.greenhouse.io/defcon/jobs/5091753007,,"23 hours ago·We are seeking an experienced Cloud Infrastructure Engineer to design, deploy, and administer cloud environments with a strong emphasis on virtualization, ..."
2026-04-07 01:33:22,ddg:job-boards.greenhouse.io,redcellpartners,Job Application for Cloud Infrastructure Engineer at Red Cell ...,,,https://job-boards.greenhouse.io/redcellpartners/jobs/5091754007,ddg::https://job-boards.greenhouse.io/redcellpartners/jobs/5091754007,,"17 hours ago·We are seeking an experienced Cloud Infrastructure Engineer to design, deploy, and administer cloud environments with a strong emphasis on virtualization, ..."
2026-04-07 01:33:22,ddg:job-boards.greenhouse.io,gitlab,Job Application for Public Sector SAE (UK based) at GitLab,,,https://job-boards.greenhouse.io/gitlab/jobs/7787148002,ddg::https://job-boards.greenhouse.io/gitlab/jobs/7787148002,,"GitLab, The OneDevSecOpsplatform, is for software users in government agencies, enabling them to deliver secure software faster, automate software factory deployment, and empower..."
2026-04-07 01:33:22,ddg:job-boards.greenhouse.io,gitlab,"Job Application for Product Designer, AI at GitLab",,,https://job-boards.greenhouse.io/gitlab/jobs/7927755002,ddg::https://job-boards.greenhouse.io/gitlab/jobs/7927755002,,You’ll be part of the team supporting research and design efforts for Duo Workflow (AI agents across the SDLC) and Duo Chat (GitLab's AI-poweredDevSecOpsassistant).
2026-04-07 01:33:22,ddg:job-boards.greenhouse.io,gitlab,"Job Application for Senior Product Designer, AI at GitLab",,,https://job-boards.greenhouse.io/gitlab/jobs/7799965002,ddg::https://job-boards.greenhouse.io/gitlab/jobs/7799965002,,You’ll be part of the team supporting research and design efforts for Duo Workflow (AI agents across the SDLC) and Duo Chat (GitLab's AI-poweredDevSecOpsassistant).
2026-04-07 01:33:22,ddg:job-boards.greenhouse.io,capitalontap,Engineering Team Lead – Cloud & Platform,,,https://job-boards.greenhouse.io/capitalontap/jobs/8483044002,ddg::https://job-boards.greenhouse.io/capitalontap/jobs/8483044002,,15 hours ago·We aren't just building a platform; we are redefining the developer experience and pushing the technical limits of what cloud infrastructure can achieve.
2026-04-07 01:33:22,ddg:job-boards.greenhouse.io,armada,Job Application for AI Factory Customer Engineer at Armada,,,https://job-boards.greenhouse.io/armada/jobs/5173525008,ddg::https://job-boards.greenhouse.io/armada/jobs/5173525008,,"16 hours ago·Certifications in AI/ML (e.g., NVIDIA DLI), cloud infrastructure (AWS, Azure, GCP), or datacenter design (CDCP, DCDC, RCDD). Experience collaborating with ..."
2026-04-07 01:33:22,ddg:job-boards.greenhouse.io,sigmacomputing,Job Application for Software Engineer,,,https://job-boards.greenhouse.io/sigmacomputing/jobs/7690409003,ddg::https://job-boards.greenhouse.io/sigmacomputing/jobs/7690409003,,"15 hours ago·Familiarity with cloud infrastructure (e.g., GCP, AWS, Azure); A curiosity for new languages and tools, and a drive to solve challenging problems at scale ..."
2026-04-07 01:33:22,ddg:job-boards.greenhouse.io,inizioevoke,Senior Software Engineer,,,https://job-boards.greenhouse.io/inizioevoke/jobs/7776329,ddg::https://job-boards.greenhouse.io/inizioevoke/jobs/7776329,,"4 hours ago·Develop APIs, services, and data models while contributing to cloud infrastructure, reliability, and overall production readiness. Architecture & Design."
2026-04-07 01:33:22,ddg:job-boards.greenhouse.io,gitlab,Jobs at GitLab,,,https://job-boards.greenhouse.io/gitlab,ddg::https://job-boards.greenhouse.io/gitlab,,"Job. Assigned Support Engineer (AMER). Remote, Americas. Engineering.Intermediate SiteReliabilityEngineer, Environment Automation."
2026-04-07 01:33:22,ddg:job-boards.greenhouse.io,surveymonkey,Jobs at SurveyMonkey,,,https://job-boards.greenhouse.io/surveymonkey,ddg::https://job-boards.greenhouse.io/surveymonkey,,Ready to help shape the future of decision-making? Explore the exciting career opportunities at SurveyMonkey and be part of a company dedicated to making a difference.
2026-04-07 01:33:22,ddg:boards.greenhouse.io,grafanalabs,Remote at Grafana Labs,,,https://boards.greenhouse.io/grafanalabs/jobs/5849327004,ddg::https://boards.greenhouse.io/grafanalabs/jobs/5849327004,,"10 hours ago·You approach IT and corporate security with a DevOps mindset, preferring enablement, automation, and guardrails over gates and roadblocks. You have experience ...Missing:Engineer| Show results with:Engineer"
2026-04-07 01:33:22,ddg:boards.greenhouse.io,newrelic,Job Application for Software Engineer 1 at New Relic,,,https://boards.greenhouse.io/newrelic/jobs/5051574008,ddg::https://boards.greenhouse.io/newrelic/jobs/5051574008,,9 hours ago·* Research new tools and services to understand complex scenarios and to also propose new features. * Working in an agile environment with a DevOps approach - ...
2026-04-07 01:33:22,ddg:boards.greenhouse.io,kivaorg,Job Application for Fullstack Platform Engineer at Kiva.org,,,https://boards.greenhouse.io/kivaorg/jobs/7782356?gh_jid=7782356,ddg::https://boards.greenhouse.io/kivaorg/jobs/7782356?gh_jid=7782356,,"5 hours ago·We are seeking a Senior Full-Stack Engineer to help lead the design, development, and evolution of Kiva's core platform. In this role, you'll work across ..."
2026-04-07 01:33:22,ddg:boards.greenhouse.io,skylighthq,Job Application forDevOpsEngineerat Skylight,,,https://boards.greenhouse.io/skylighthq/jobs/4017411005?gh_jid=4017411005,ddg::https://boards.greenhouse.io/skylighthq/jobs/4017411005?gh_jid=4017411005,,"Engineera great experience for developers who are working in web-based environments such as Ruby, Python, Java, and Node.js through automation, virtualization..."
2026-04-07 01:33:22,ddg:boards.greenhouse.io,cloudflare,Job Application for SoftwareEngineer-DevOps& Automation at...,,,https://boards.greenhouse.io/cloudflare/jobs/5796454?gh_jid=5796454,ddg::https://boards.greenhouse.io/cloudflare/jobs/5796454?gh_jid=5796454,,"As adevopsengineeron our team, you will build and maintain robust infrastructure, streamline deployment processes, and help ensure system reliability and security. You’ll partner with..."
2026-04-07 01:33:22,ddg:boards.greenhouse.io,threatlocker,Job Application forDevOpsEngineerat ThreatLocker,,,https://boards.greenhouse.io/threatlocker/jobs/4799535004,ddg::https://boards.greenhouse.io/threatlocker/jobs/4799535004,,POSITION OVERVIEW. TheDevOpsengineerwill play a key role in managing various phases of software development project from developing and testing to delivery and support.
2026-04-07 01:33:22,ddg:boards.greenhouse.io,figureai,Job Application forDevOpsEngineerat Figure,,,https://boards.greenhouse.io/figureai/jobs/4009265006,ddg::https://boards.greenhouse.io/figureai/jobs/4009265006,,"We are based in Sunnyvale, CA and require 5 days/week in-office collaboration. We are looking for aDevOpsEngineerpassionate about automation and continuous improvement..."
2026-04-07 01:33:22,ddg:boards.greenhouse.io,remotetcx,Database Engineer,,,https://boards.greenhouse.io/remotetcx/jobs/7672170003,ddg::https://boards.greenhouse.io/remotetcx/jobs/7672170003,,"3 hours ago·You'll work closely with SRE, Platform, and Engineering teams to ensure performance, reliability, automation, and operational excellence across the database ..."
2026-04-07 01:33:22,ddg:boards.greenhouse.io,pdtpartners,Job Application forPlatformEngineerat PDT Partners,,,https://boards.greenhouse.io/pdtpartners/jobs/4472982,ddg::https://boards.greenhouse.io/pdtpartners/jobs/4472982,,"Platformteams can specialize in different domains, including HPC Infrastructure, Container Orchestration, CI/CD, Linux, Cloud, and Network Engineering. Why join us?"
2026-04-07 01:33:22,ddg:boards.greenhouse.io,bjss,Job Application forPlatformEngineer- Azure at BJSS,,,https://boards.greenhouse.io/bjss/jobs/2301201,ddg::https://boards.greenhouse.io/bjss/jobs/2301201,,"About the Role. Ourplatformengineers design, build and maintain the delivery infrastructure, systems and processes underpinning technology transformation engagements and lead the..."
2026-04-07 01:33:22,ddg:boards.greenhouse.io,paypay,Job Application forPlatformEngineer(DB Specialist) at PayPay,,,https://boards.greenhouse.io/paypay/jobs/4919371004,ddg::https://boards.greenhouse.io/paypay/jobs/4919371004,,PayPay is looking forPlatformEngineers who specialize in databases at scale on mission critical systems. Team Missions. Make sure to satisfy requirements for datastores in PayPay.
2026-04-07 01:33:22,ddg:boards.greenhouse.io,vonage,Job Application for DevOpsPlatformEngineer(mid/senior) at Vonage,,,https://boards.greenhouse.io/vonage/jobs/7061803002,ddg::https://boards.greenhouse.io/vonage/jobs/7061803002,,"On thePlatformEngineering Tooling Team, you will build internal tool sets which benefit our employees in their daily routines, reducing toil and streamline the process of modernizing..."
2026-04-07 01:33:22,ddg:boards.greenhouse.io,ada18,"Job Application for Senior DevOpsEngineer,CloudInfrastructure at...",,,https://boards.greenhouse.io/ada18/jobs/4288832007,ddg::https://boards.greenhouse.io/ada18/jobs/4288832007,,"For more information, visit www.ada.cx. Ada is seeking an experiencedcloudengineerto join our Cloud Infrastructure and Developer Automation (CIDA) team."
2026-04-07 01:33:22,ddg:boards.greenhouse.io,canonical?gh_src=5d948ffe1us,Jobs at Canonical,,,https://boards.greenhouse.io/canonical?gh_src=5d948ffe1us,ddg::https://boards.greenhouse.io/canonical?gh_src=5d948ffe1us,,"TelcoCloudEngineer(5G, OpenRan, OpenStack, Python) Home Based - Americas. Ubuntu Sales Engineer (Entry-Level) Home based - Worldwide. Information Systems."
2026-04-07 01:33:22,ddg:boards.greenhouse.io,stridertechnologies,Jobs at Strider Technologies,,,https://boards.greenhouse.io/stridertechnologies/,ddg::https://boards.greenhouse.io/stridertechnologies/,,"CloudEngineerTysons Corner, Virginia. Data Science.Lead Machine Learning Engineer Tysons Corner, VA or South Jordan, UT."
2026-04-07 01:33:22,ddg:boards.greenhouse.io,quiknodeinc,Job Application for Web3InfrastructureEngineerII at QuickNode,,,https://boards.greenhouse.io/quiknodeinc/jobs/4353101006,ddg::https://boards.greenhouse.io/quiknodeinc/jobs/4353101006,,"As a SeniorInfrastructureEngineerspecializing in Web3, you will be responsible for deploying and maintaining core infrastructure components across a variety of private and public clouds..."
2026-04-07 01:33:22,ddg:boards.greenhouse.io,aptoslabs,Job Application for EcosystemInfrastructureEngineerat Aptos,,,https://boards.greenhouse.io/aptoslabs/jobs/4365722005,ddg::https://boards.greenhouse.io/aptoslabs/jobs/4365722005,,Aptos Logo. Apply Now. EcosystemInfrastructureEngineer.A passion for continuously improving infrastructure. The base salary range for this full-time position is $150k - $250k.
2026-04-07 01:33:22,ddg:boards.greenhouse.io,twilio,Job Application for Software Engineer (L3) Infrastructure at Twilio,,,https://boards.greenhouse.io/twilio/jobs/7767260,ddg::https://boards.greenhouse.io/twilio/jobs/7767260,,"4 hours ago·This position will help users interact with Twilio's internal developer platform, manage our software taxonomy and cloud infrastructure inventory, accelerate ..."
2026-04-07 01:33:22,ddg:boards.greenhouse.io,kaseya,Sr. Network Security Engineer,,,https://boards.greenhouse.io/kaseya/jobs/5792281004,ddg::https://boards.greenhouse.io/kaseya/jobs/5792281004,,"2 hours ago·This engineer should have a deep understanding of firewalls and security best-practice, familiarity with route/switch (including dynamic protocols) and other ..."
2026-04-07 01:33:22,ddg:boards.greenhouse.io,gitlab,"Job Application for Field CTO, Public Sector at GitLab",,,https://boards.greenhouse.io/gitlab/jobs/8493679002,ddg::https://boards.greenhouse.io/gitlab/jobs/8493679002,,"10 hours ago·Deliver executive-level thought leadership on DevSecOps, security, and compliance for strategic public sector opportunities, including new and growth accounts."
2026-04-07 01:33:22,ddg:boards.greenhouse.io,gitlab,"Senior Paralegal, Risk Management & Dispute Resolution",,,https://boards.greenhouse.io/gitlab/jobs/8482177002,ddg::https://boards.greenhouse.io/gitlab/jobs/8482177002,,"4 hours ago·GitLab is the intelligent orchestration platform for DevSecOps. GitLab enables organizations to increase developer productivity, improve operational ..."
2026-04-07 01:33:22,ddg:boards.greenhouse.io,spotter,Job Application for Senior Devops Security Engineer (DevSecOps) at...,,,https://boards.greenhouse.io/spotter/jobs/4395922005,ddg::https://boards.greenhouse.io/spotter/jobs/4395922005,,"As aDevSecOpsengineer, you will be responsible for integrating security into the software development process and for creating a more robust security system."
2026-04-07 01:33:22,ddg:boards.greenhouse.io,gitlab,"Job Application for Site Reliability Engineer, Foundations...",,,https://boards.greenhouse.io/gitlab/jobs/7103843002,ddg::https://boards.greenhouse.io/gitlab/jobs/7103843002,,"The GitLabDevSecOpsplatform empowers 100,000+ organizations to deliver software faster and more efficiently. We are one of the world’s largest all-remote companies with 2,000+ team..."
2026-04-07 01:33:22,ddg:boards.greenhouse.io,gitlab,"Job Application for Backend Engineer, MLOps at GitLab",,,https://boards.greenhouse.io/gitlab/jobs/7296739002,ddg::https://boards.greenhouse.io/gitlab/jobs/7296739002,,About the work. This group is focused on enabling GitLab users to build and run data science workloads across GitLab’s AI-poweredDevSecOpsplatform.
2026-04-07 01:33:22,ddg:boards.greenhouse.io,gitlab,Job Application for Senior Benefits Analyst at GitLab,,,https://boards.greenhouse.io/gitlab/jobs/7332932002,ddg::https://boards.greenhouse.io/gitlab/jobs/7332932002,,"The GitLabDevSecOpsplatform empowers 100,000+ organizations to deliver software faster and more efficiently."
2026-04-07 01:33:22,ddg:boards.greenhouse.io,scaleai,"Job Application for Software Engineer,CloudInfra at Scale AI",,,https://boards.greenhouse.io/scaleai/jobs/4418710005,ddg::https://boards.greenhouse.io/scaleai/jobs/4418710005,,"Extensive experience supportingcloud-basedinfrastructure(AWS preferred). Extensive experience in software development and a deep understanding of distributed systems,cloud..."
2026-04-07 01:33:22,ddg:boards.greenhouse.io,carta,Job Application for Senior Site Reliability Engineer at Carta,,,https://boards.greenhouse.io/carta/jobs/5936341003,ddg::https://boards.greenhouse.io/carta/jobs/5936341003,,"Infrastructure as Code (IaC): Proficient in using tools such as Terraform, Ansible, or CloudFormation for managing and provisioningcloudinfrastructure."
2026-04-07 01:33:22,ddg:boards.greenhouse.io,dropbox,"Customer Systems Administrator, Remote",,,https://boards.greenhouse.io/dropbox/jobs/7768859,ddg::https://boards.greenhouse.io/dropbox/jobs/7768859,,"1 hour ago·Working knowledge of AWS services, cloud infrastructure fundamentals, and familiarity with modern data platforms such as Databricks. Experience with sales ..."
2026-04-07 01:33:22,ddg:boards.greenhouse.io,fortrobotics,Job Application for DevOps Engineer (Contractor) at FORT Robotics,,,https://boards.greenhouse.io/fortrobotics/jobs/4333094005,ddg::https://boards.greenhouse.io/fortrobotics/jobs/4333094005,,Proven experience working with Microsoft Azurecloudservices. Strong proficiency in Kubernetes administration and orchestration. Expertise in Terraform forInfrastructureas Code.
2026-04-07 01:33:22,ddg:boards.greenhouse.io,spacex,Job Application for Avionics BuildReliabilityEngineer(Starshield) at...,,,https://boards.greenhouse.io/spacex/jobs/7472959002?gh_jid=7472959002,ddg::https://boards.greenhouse.io/spacex/jobs/7472959002?gh_jid=7472959002,,"BuildReliabilityEngineer/ Level II: $110,000.00 - $115,000.00/per year. Your actual level and base salary will be determined on a case-by-case basis and may vary based on the following..."
2026-04-07 01:33:22,ddg:boards.greenhouse.io,yext,Senior SiteReliabilityEngineer- Systems Engineering,,,https://boards.greenhouse.io/yext/jobs/5458620,ddg::https://boards.greenhouse.io/yext/jobs/5458620,,"Develop automated systems that streamline the build, test, and operation of our infrastructure. Work with talented software teams to optimize performance, and increasereliabilityof our..."
2026-04-07 01:33:22,ddg:boards.greenhouse.io,creditkarma,Job Application for DatabaseReliabilityEngineerat Credit Karma,,,https://boards.greenhouse.io/creditkarma/jobs/6006776003,ddg::https://boards.greenhouse.io/creditkarma/jobs/6006776003,,"As a DatabaseReliabilityEngineer, you will be instrumental in improving the reliability, performance and scale of Credit Karma’s database infrastructure."
2026-04-07 01:33:22,ddg:boards.greenhouse.io,ibkr,Job Application for Release andReliabilityEngineerat Interactive...,,,https://boards.greenhouse.io/ibkr/jobs/6042473002,ddg::https://boards.greenhouse.io/ibkr/jobs/6042473002,,We are looking for a Release andReliabilityEngineerwith good technical knowledge and ability to communicate effectively understanding complex problems and explain their solution.
2026-04-07 01:33:22,ddg:jobs.lever.co,biointellisense,DevOps Engineer,,,https://jobs.lever.co/biointellisense/0bbdecb1-4bb6-40bb-85e1-7683fb698753,ddg::https://jobs.lever.co/biointellisense/0bbdecb1-4bb6-40bb-85e1-7683fb698753,,"3 hours ago·DevOps Engineer · Design, build, and maintain CI/CD pipelines for Python, .NET/C#, and Flutter (Android/iOS) projects using Bitbucket Pipelines and CircleCI."
2026-04-07 01:33:22,ddg:jobs.lever.co,oowlish,Senior Cloud Infrastructure Engineer (AWS),,,https://jobs.lever.co/oowlish/ff00ef9b-a262-4122-9f55-fb46adece15c/apply,ddg::https://jobs.lever.co/oowlish/ff00ef9b-a262-4122-9f55-fb46adece15c/apply,,20 hours ago·IT Operations – DevOps Engineer /. Remote /. Remote. Submit your application. Which location are you applying for? ✱. Select... Bogotá D.C. Metropolitan Area ...
2026-04-07 01:33:22,ddg:jobs.lever.co,comply,COMPLY -DevOpsEngineer,,,https://jobs.lever.co/comply/80f1379e-b76c-4346-9967-e3599ad4e46d,ddg::https://jobs.lever.co/comply/80f1379e-b76c-4346-9967-e3599ad4e46d,,"We are seeking a skilledDevOpsEngineerto join our team. In this role, you will be responsible for building, deploying, and maintaining our CI/CD pipelines and managing our infrastructure..."
2026-04-07 01:33:22,ddg:jobs.lever.co,usmobile,US Mobile -DevOpsEngineer(NYC),,,https://jobs.lever.co/USMobile/3fe6fbee-fef3-432d-95e1-2c38a7652b25,ddg::https://jobs.lever.co/USMobile/3fe6fbee-fef3-432d-95e1-2c38a7652b25,,"As aDevOpsEngineer, you will play a pivotal role in bridging the gap between development and operations, ensuring smooth, efficient, and reliable software delivery."
2026-04-07 01:33:22,ddg:jobs.lever.co,mistral,Mistral AI -DevOpsEngineer,,,https://jobs.lever.co/mistral/7ecf3446-2810-47af-a8cb-d248986d649b,ddg::https://jobs.lever.co/mistral/7ecf3446-2810-47af-a8cb-d248986d649b,,We are seeking our firstDevOpsEngineer. Responsibilities. - Collaborate with AI/ML engineers and researchers to develop and implement a CI/CD that enables safe and reproducible...
2026-04-07 01:33:22,ddg:jobs.lever.co,perforce,"Sr.DevOpsEngineer, Delphix",,,https://jobs.lever.co/perforce/2d49eba1-56c0-428b-8384-816d89e7210b,ddg::https://jobs.lever.co/perforce/2d49eba1-56c0-428b-8384-816d89e7210b,,"The Sr Director of Cloud Operation at Perforce, is searching for a Sr.DevOpsengineerto design and build the next-generation cloud platform for Perforce’s SaaS product portfolio to ensure..."
2026-04-07 01:33:22,ddg:jobs.lever.co,patchmypc,Patch My PC -DevOpsEngineer,,,https://jobs.lever.co/patchmypc/6e323de8-48f1-4809-b9ae-3ac14f6611d7,ddg::https://jobs.lever.co/patchmypc/6e323de8-48f1-4809-b9ae-3ac14f6611d7,,"About the Role: We are looking to hire an ExperiencedDevOpsEngineerto work alongside cross-functional teams to automate processes, build and maintain infrastructure..."
2026-04-07 01:33:22,ddg:jobs.lever.co,deepjudge,DeepJudge -DevOpsEngineer,,,https://jobs.lever.co/DeepJudge/7f0a4af1-d02e-4cba-b594-01e73e8327aa,ddg::https://jobs.lever.co/DeepJudge/7f0a4af1-d02e-4cba-b594-01e73e8327aa,,"We're seeking aDevOpsEngineerto join our team who will take ownership from day one and is eager to work alongside smart, dedicated, and fun people passionate about solving the complex..."
